membership_id,household_key,income,member_status,state_grouped,credit_ranges,cancel_reason,renew_method,plus_indicator_description,zip,sc_vehicle_manufacturer_name,sc_vehicle_model_name,race,home_owner,education,dwelling_type,gender,occupation_code,occupation_group,occupant_type,mosaic_household,mosaic_global_household,kcl_b_ind_mosaicsgrouping,generation,tenure,aaa_no_tenure,aaa_member_tenure_years,aaa_mean_age,length_of_residence,aaa_mortgage,aaa_credit_card,aaa_deposit,aaa_home_equity,aaa_financial_service,aaa_auto_insurance,aaa_id_theft,aaa_motorcycle_indicator,aaa_travel,aaa_mean_child,aaa_mean_total_cost,aaa_no_race,aaa_no_home_owner,aaa_no_education,aaa_no_income,aaa_no_dwelling_type,aaa_no_credit_ranges,aaa_no_gender,aaa_no_language,aaa_no_reason_joined,aaa_cancel_reason,aaa_no_mosaic_household,aaa_no_mosaic_global_household,aaa_no_kcl_b_ind_mosaicsgrouping,aaa_no_occupation_code,aaa_no_occupation_group,aaa_no_occupant_type,aaa_no_plus_indicator_description,aaa_no_generation,total_calls_year_1,total_calls_year_2,total_calls_year_3,total_member_cost_1,total_member_cost_2,total_member_cost_3,basic_cost,plus_cost,premier_cost,mean_basic_cost,mean_plus_cost,mean_premier_cost,total_calls,total_member_cost,mean_total_member_cost,vehicle,total_cost,mean_total_cost,total_members_in_household
88624,7239771,"40-49,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2840,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),+40 YEARS,0,41,52.2,5.1429,0,0,0,0,0,1,0,1.0,1,2.4286,0.0,2.0,0.0,3.0,8.0,,2.0,,0.0,,4.0,,,,,,,0.0,4.0,0.0,0.0,2.0,0.0,0.0,93.23,0.0,0.0,0.0,0.0,0.0,0.0,2.0,93.23,13.318571,UNKNOWN UNKNOWN,0.0,0.0,7
88646,14104374,"70-79,999",ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,UNKNOWN,2889,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,71.0,15.0,0,1,0,0,0,0,0,,0,1.0,0.0,1.0,0.0,,3.0,0.0,,,,,,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
88671,3410180,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2857,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,76.5,15.0,0,0,0,0,0,1,0,,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,3.0,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
88688,3289994,"10-19,999",PENDING,RI,800+,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2919,TOYOTA,CAMRY,CAUCASION / WHITE - EUROPEAN,RENTER,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,FAMILY TROOPERS,ROUTINE SERVICE WORKERS,SINGLES AND STARTERS,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,32,78.0,1.0,0,0,0,0,0,1,0,0.0,0,2.0,14.0,1.0,2.0,,6.0,2.0,4.0,1.0,0.0,,,42.0,3.0,9.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,TOYOTA CAMRY,28.0,14.0,1
88700,1024137,"70-79,999",CANCELLED,RI,600-649,NON-PAYMENT,NOTICE,UNKNOWN,2917,UNKNOWN,UNKNOWN,HISPANIC - PORTUGUESE ORIGIN,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,49,56.0,1.4444,0,0,0,0,0,1,0,0.0,1,1.0,5.888889,8.0,0.0,,3.0,0.0,5.0,,0.0,,9.0,1.0,1.0,1.0,,,,2.0,3.0,1.0,0.0,1.0,53.0,0.0,45.25,53.0,0.0,0.0,5.888889,0.0,0.0,2.0,98.25,10.916667,UNKNOWN UNKNOWN,53.0,5.888889,9
88714,19437914,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2896,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BOOMERS AND BOOMERANGS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,UNKNOWN,+40 YEARS,0,49,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,1.0,21.0,2.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
88723,11309810,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,76.5,5.0,0,0,0,0,0,1,0,0.0,0,1.0,26.5,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,53.0,26.5,2
88725,4091972,"50-59,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2919,HYUNDAI,SONATA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,49,74.0,15.0,0,0,0,0,0,1,0,1.0,0,1.0,50.14,1.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,,,6.0,1.0,3.0,,1.0,,0.0,0.0,0.0,10.0,10.0,0.0,588.5,427.5,250.7,0.0,0.0,50.14,0.0,0.0,20.0,1016.0,203.2,HYUNDAI SONATA,250.7,50.14,1
88743,7683022,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2818,VOLKSWAGEN,TIGUAN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,UNKNOWN,PROFESSIONAL - INFERRED,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,BABY BOOMERS (1948 - 1968),BETWEEN 1 & 5 YEARS,6,23,56.0,4.8,0,0,0,0,0,0,0,0.0,1,3.0,32.97,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,,6.0,3.0,3.0,4.0,,7.0,,2.0,1.0,0.0,3.0,0.0,0.0,176.55,0.0,164.85,0.0,0.0,32.97,0.0,0.0,3.0,176.55,35.31,VOLKSWAGEN TIGUAN,164.85,32.97,3
88767,64568558,"50-59,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,UNKNOWN,2886,UNKNOWN,UNKNOWN,HISPANIC - HISPANIC ORIGIN,HOME OWNER,COMPLETED COLLEGE,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,MALE,RETIRED,RETIRED - KNOWN,UNKNOWN,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,49,70.0,15.0,0,0,0,0,0,1,0,,0,2.0,0.0,6.0,0.0,3.0,4.0,2.0,3.0,2.0,0.0,,,11.0,7.0,3.0,1.0,3.0,,,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,33.0,UNKNOWN UNKNOWN,0.0,0.0,1
88772,14693669,"50-59,999",PENDING,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2906,CHEVROLET,IMPALA,CAUCASION / WHITE - ENGLISH,HOME OWNER,GRADUATED SCHOOL,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FULL POCKETS  EMPTY NESTS,BOURGEOIS PROSPERITY,THRIVING BOOMERS,POST-WAR (< 1948),BETWEEN 1 & 5 YEARS,6,36,67.3333,10.0,0,0,0,0,0,0,0,1.0,0,1.0,28.45,2.0,0.0,4.0,4.0,0.0,2.0,,0.0,,1.0,12.0,2.0,4.0,,,,0.0,1.0,2.0,2.0,0.0,117.7,60.0,0.0,85.35,0.0,0.0,28.45,0.0,0.0,4.0,177.7,59.233333,CHEVROLET IMPALA,85.35,28.45,2
88777,18779844,"20-29,999",CANCELLED,RI,600-649,NO LONGER DRIVING,NOTICE,BASIC MEMBERSHIP,2910,FORD,TAURUS,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,49,91.0,15.0,0,0,0,0,0,0,0,0.0,0,1.0,53.0,2.0,0.0,2.0,11.0,,5.0,,0.0,,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,FORD TAURUS,53.0,53.0,1
88782,12618991,"100-149,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2895,FORD,FREESTAR,CAUCASION / WHITE - UNKNOWN,HOME OWNER,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,POST-WAR (< 1948),+40 YEARS,0,49,76.0,15.0,0,0,0,0,0,0,0,1.0,0,1.0,33.538889,4.0,0.0,,1.0,2.0,3.0,2.0,,,,4.0,6.0,5.0,,1.0,,2.0,0.0,0.0,18.0,18.0,0.0,911.1,708.0,271.85,30.0,0.0,30.205556,3.3333,0.0,36.0,1619.1,179.9,FORD FREESTAR,301.85,33.538889,2
88783,12194252,"90-99,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,UNKNOWN,2889,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,72.0,5.0,0,0,0,0,0,0,0,,1,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,,0.0,,3.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.5,10.166667,UNKNOWN UNKNOWN,0.0,0.0,3
88812,19383906,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2919,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,+40 YEARS,0,49,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
88815,19921796,"100-149,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2886,HONDA,CR-V,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,82.0,15.0,0,0,0,0,0,1,0,0.0,0,1.0,54.95,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,,,1.0,1.0,1.0,,1.0,,2.0,0.0,0.0,3.0,0.0,0.0,176.55,0.0,164.85,0.0,0.0,54.95,0.0,0.0,3.0,176.55,58.85,HONDA CR-V,164.85,54.95,1
88839,12320027,"90-99,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2915,SATURN,VUE,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,PROFESSIONAL/TECHNICAL,PROFESSIONAL - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,41,50.0,3.6667,0,0,0,0,0,0,0,0.0,0,4.0,35.333333,2.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,7.0,1.0,1.0,1.0,2.0,15.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,35.333333,0.0,0.0,0.0,0.0,0.0,SATURN VUE,106.0,35.333333,3
88854,8830609,UNKNOWN,CANCELLED,RI,UNKNOWN,DATA PROBLEM,NOTICE,UNKNOWN,2893,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,49,96.0,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,,,,,,4.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
88864,13121321,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2905,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FULL POCKETS  EMPTY NESTS,BOURGEOIS PROSPERITY,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,49,71.0,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,0.0,,,,,2.0,12.0,2.0,4.0,,,,,4.0,0.0,0.0,1.0,0.0,0.0,45.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.25,22.625,UNKNOWN UNKNOWN,0.0,0.0,2
88897,808599,"175 - 199,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2816,CHEVROLET,EQUINOX,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNSPOILED SPLENDOR,BOURGEOIS PROSPERITY,THRIVING BOOMERS,BABY BOOMERS (1948 - 1968),BETWEEN 31 & 40 YEARS,5,38,58.3333,9.75,0,0,0,0,0,0,1,0.0,0,2.0,25.75,1.0,0.0,2.0,7.0,0.0,1.0,2.0,0.0,2.0,25.0,26.0,2.0,4.0,4.0,2.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,106.0,103.0,0.0,0.0,25.75,0.0,0.0,2.0,106.0,26.5,CHEVROLET EQUINOX,103.0,25.75,3
88909,4348907,"70-79,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,UNKNOWN,2904,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,MALE,PROFESSIONAL/TECHNICAL,PROFESSIONAL - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,71.0,15.0,0,0,0,0,0,0,0,,0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,,,1.0,1.0,1.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
88915,13132778,"70-79,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2920,JEEP,GRAND CHEROKEE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,MALE,SELF EMPLOYED,OTHER - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,29,74.3333,7.3333,0,0,0,0,0,0,0,0.0,1,1.0,35.333333,1.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,12.0,12.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,35.333333,0.0,0.0,0.0,0.0,0.0,JEEP GRAND CHEROKEE,106.0,35.333333,2
88933,12272243,250K+,PENDING,RI,800+,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2865,CADILLAC,ESCALADE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,49,53.1667,1.875,0,0,0,0,0,0,0,1.0,0,2.0,41.154167,1.0,0.0,3.0,13.0,,4.0,,0.0,1.0,4.0,,,,,,,2.0,4.0,18.0,46.0,90.0,1113.3,2483.6,4575.6,954.7,33.0,0.0,39.779167,1.375,0.0,154.0,8172.5,340.520833,CADILLAC ESCALADE,987.7,41.154167,3
88982,96801235,250K+,ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2879,LEXUS,RX330,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,PLATINUM PROSPERITY,BOURGEOIS PROSPERITY,POWER ELITE,BABY BOOMERS (1948 - 1968),BETWEEN 6 & 10 YEARS,3,49,47.0,6.6667,0,0,0,0,0,0,0,0.0,1,1.3333,17.666667,1.0,0.0,3.0,13.0,0.0,1.0,2.0,0.0,,7.0,44.0,4.0,7.0,,7.0,,0.0,3.0,0.0,0.0,4.0,0.0,0.0,171.66,106.0,0.0,0.0,17.666667,0.0,0.0,4.0,171.66,28.61,LEXUS RX330,106.0,17.666667,6
88986,94923694,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,BASIC MEMBERSHIP,2889,CHEVROLET,MALIBU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,49,99.0,0.0,0,0,0,0,0,0,0,,0,,15.0,,,,,,,,,,3.0,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,30.5,30.5,30.0,0.0,0.0,15.0,0.0,0.0,2.0,61.0,30.5,CHEVROLET MALIBU,30.0,15.0,2
88991,859099,"20-29,999",ACTIVE,RI,800+,UNKNOWN,AUTO RENEW,UNKNOWN,2839,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,SALES/MARKETING,SALES - KNOWN,UNKNOWN,COUNTRIFIED PRAGMATICS,HARD WORKING BLUE COLLAR,PASTORAL PRIDE,GENERATION X (1969 - 1980),BETWEEN 21 & 30 YEARS,2,49,43.0,5.3333,0,0,0,0,0,0,0,,1,1.0,0.0,1.0,0.0,1.0,11.0,0.0,4.0,1.0,0.0,,2.0,64.0,5.0,19.0,9.0,11.0,,,4.0,0.0,0.0,1.0,0.0,0.0,58.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.85,19.616667,UNKNOWN UNKNOWN,0.0,0.0,3
89048,5286773,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2878,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PICTURE PERFECT FAMILIES,CAREER AND FAMILY,POWER ELITE,POST-WAR (< 1948),+40 YEARS,0,49,73.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,1.0,20.0,4.0,7.0,,,,,0.0,1.0,0.0,0.0,56.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.87,56.87,UNKNOWN UNKNOWN,0.0,0.0,1
89049,4159673,"70-79,999",ACTIVE,RI,500-549,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2904,ACURA,TL,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),+40 YEARS,0,49,68.0,7.5,0,0,0,0,0,0,0,,0,1.0,13.5,1.0,0.0,2.0,3.0,,7.0,,0.0,,1.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,ACURA TL,27.0,13.5,2
89066,115289,"20-29,999",CANCELLED,RI,UNKNOWN,MEMBERS REQUEST,NOTICE,UNKNOWN,2919,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HOMEOWNER,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,49,90.0,0.0,0,0,0,0,0,0,0,,0,1.0,0.0,1.0,,,11.0,,,,0.0,2.0,3.0,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
89080,2995444,"10-19,999",CANCELLED,RI,650-699,NON-PAYMENT,NOTICE,UNKNOWN,2893,UNKNOWN,UNKNOWN,HISPANIC - HISPANIC ORIGIN,HOME OWNER,HIGH SCHOOL,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,SKILLEDTRADE/MACHINE/LABORER,BLUE COLLAR - KNOWN,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,BABY BOOMERS (1948 - 1968),BETWEEN 31 & 40 YEARS,5,49,59.0,10.0,0,0,0,0,0,1,0,,0,1.0,0.0,6.0,0.0,2.0,6.0,2.0,3.0,1.0,0.0,,8.0,6.0,1.0,3.0,8.0,13.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,3
89084,695165,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2919,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 6 & 10 YEARS,3,15,87.0,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,,,,,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
89104,13434381,"70-79,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2882,HONDA,CR-V,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,MALE,CLERICAL/OFFICE,OFFICE ADMINISTRATION - KNOWN,HOMEOWNER,AGING OF AQUARIUS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,BABY BOOMERS (1948 - 1968),+40 YEARS,0,43,58.5,3.3333,0,0,0,0,0,0,0,1.0,0,1.0,42.758333,1.0,0.0,,3.0,0.0,4.0,2.0,0.0,,1.0,8.0,2.0,2.0,5.0,14.0,1.0,0.0,1.0,5.0,5.0,0.0,294.25,294.25,0.0,256.55,0.0,0.0,42.758333,0.0,0.0,10.0,588.5,98.083333,HONDA CR-V,256.55,42.758333,2
89115,19408384,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2852,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,49,75.5,15.0,0,1,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,,1.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,26.5,UNKNOWN UNKNOWN,0.0,0.0,2
89116,16765136,"90-99,999",CANCELLED,RI,800+,NON-PAYMENT,NOTICE,UNKNOWN,2906,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,36,74.0,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,,1.0,2.0,2.0,2.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
